model,threshold,trial,precision,recall,f1,pos_acc,neg_acc,num_initial_seeds,model_name
SentenceTransformer,0.2,2,0.00714292202739079,0.6576526345135211,0.014132349240962844,0.6576526345135211,0.8863329338726803,10,all-mpnet-base-v2
SentenceTransformer,0.2,3,0.007041890661765969,0.6858098689712852,0.01394063894595169,0.6858098689712852,0.879753445998108,10,all-mpnet-base-v2
SentenceTransformer,0.2,4,0.00722119553523796,0.683022023975467,0.014291297474815234,0.683022023975467,0.8832369693727959,10,all-mpnet-base-v2
SentenceTransformer,0.2,5,0.0075684536801213466,0.671870643992194,0.014968293304017838,0.671870643992194,0.8904515268883703,10,all-mpnet-base-v2
SentenceTransformer,0.2,6,0.007994120413190454,0.7156398104265402,0.01581161571675834,0.7156398104265402,0.8895755329021192,10,all-mpnet-base-v2
SentenceTransformer,0.2,7,0.008154703459532522,0.7131307499303039,0.01612501615338307,0.7131307499303039,0.8921470103022023,10,all-mpnet-base-v2
SentenceTransformer,0.2,8,0.007588980097814892,0.686088653470867,0.015011910099337243,0.686088653470867,0.888438162000303,10,all-mpnet-base-v2
SentenceTransformer,0.2,9,0.006253482912610098,0.6913855589629216,0.012394856134704098,0.6913855589629216,0.8633841100168023,10,all-mpnet-base-v2
SentenceTransformer,0.2,10,0.007573733334561838,0.6874825759687762,0.014982411159648344,0.6874825759687762,0.8879847389160068,10,all-mpnet-base-v2
SentenceTransformer,0.25,1,0.011074380165289256,0.6724282129913577,0.021789897329111466,0.6724282129913577,0.9253349455042997,10,all-mpnet-base-v2
SentenceTransformer,0.25,2,0.00801418085584461,0.6264287705603568,0.01582589403623686,0.6264287705603568,0.9035848502611863,10,all-mpnet-base-v2
SentenceTransformer,0.25,3,0.00977463689216673,0.6632283245051576,0.01926534182012536,0.6632283245051576,0.9164543701422979,10,all-mpnet-base-v2
SentenceTransformer,0.25,4,0.0095098286947349,0.660998048508503,0.01874990114982523,0.660998048508503,0.9143938603463834,10,all-mpnet-base-v2
SentenceTransformer,0.25,5,0.009519635271805249,0.6478951770281572,0.01876357412176946,0.6478951770281572,0.9161780871161633,10,all-mpnet-base-v2
SentenceTransformer,0.25,6,0.009308637569047016,0.6253136325620295,0.018344197001791074,0.6253136325620295,0.9172482071935503,10,all-mpnet-base-v2
SentenceTransformer,0.25,7,0.009100241378353633,0.6400892110398662,0.017945351091102357,0.6400892110398662,0.9133348331884898,10,all-mpnet-base-v2
SentenceTransformer,0.25,8,0.011685012701100762,0.6347923055478115,0.022947614536512607,0.6347923055478115,0.9332386506434066,10,all-mpnet-base-v2
